Packets,Bytes,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Bits/s A to B,Bits/s B to A
1086,31650767,420,28713,666,31622054,2895480.082,3188835284
122,1058385,59,5326,63,1053059,2567810.154,507708522.9
118,1057253,53,3756,65,1053497,2108159.943,591304626
261,3326710,118,8418,143,3318292,2500322.639,985602353.4
278,3705363,118,8261,160,3697102,4226085.064,1891328839
600,8382643,289,20263,311,8362380,3459441.999,1427684380
656,10723938,289,19828,367,10704110,3619187.728,1953811960
1710,37322097,691,47997,1019,37274100,5845893.439,4539875756
1769,39167209,688,47205,1081,39120004,5952524.409,4933010882
1194,19895483,514,35587,680,19859896,3144768.3,1754988377
1286,23192955,511,35081,775,23157874,3426129.007,2261676231
65,263324,33,3028,32,260296,929383.7898,79892629.78
67,318935,29,2052,38,316883,871086.7954,134518809.4
156,2234298,64,5146,92,2229152,2028594.47,878749595.8
296,8050827,64,4497,232,8046330,8656.240419,15488318.21
802,16969150,330,23318,472,16945832,4298171.798,3123599674
810,17483903,324,22185,486,17461718,4276062.89,3365670694
1730,33526287,608,41943,1122,33484344,4354600.633,3476407162
1861,38645759,604,41369,1257,38604390,5568113.669,5196007437
1792,31190030,806,56462,986,31133568,4646164.205,2561929602
1933,37118553,799,54681,1134,37063872,5335783.703,3616700576
39,236913,21,2186,18,234727,973612.5284,104543983.5
43,322321,20,1512,23,320809,1883053.299,399537331.8
225,3486483,94,6967,131,3479516,1900512.521,949169473.7
253,4151469,93,6597,160,4144872,2413109.031,1516147954
509,8739142,240,17954,269,8721188,3715824.104,1804968285
537,10341338,230,15840,307,10325498,3288442.239,2143611348
1476,40329123,564,39035,912,40290088,3991091.385,4119416501
1555,43005259,563,38665,992,42966594,6483282.879,7204567005
1323,31944199,509,34757,814,31909442,3469979.132,3185692029
1235,27291162,510,35542,725,27255620,3550985.87,2723097223
135,646337,58,4422,77,641915,1183528.162,171805626.5
153,738895,56,3984,97,734911,1359583,250796310.7
189,3046589,92,6585,97,3040004,1451848.246,670254286.2
201,3629547,91,6341,110,3623206,2990568.696,1708791428
590,10525333,233,16273,357,10509060,2379030.874,1536371794
642,13406811,231,16045,411,13390766,3240030.746,2704050705
1097,21626063,460,31891,637,21594172,4621153.213,3129095272
1173,25518085,455,31249,718,25486836,4671590.157,3810171596
2351,53020059,950,65271,1401,52954788,6467708.408,5247294014
2445,56486012,947,64620,1498,56421392,6508659.768,5682879050
373,1096337,182,12854,191,1083483,3080510.787,259660889.2
395,1146517,180,12416,215,1134101,4802332.628,438654174.9
615,8600847,257,18135,358,8582712,3859457.232,1826556928
642,9082581,255,17697,387,9064884,4684183.387,2399365940
418,6658877,209,15529,209,6643348,3295309.37,1409742219
436,8140207,200,13753,236,8126454,3757961.897,2220526757
971,21864034,408,28262,563,21835772,3773410.769,2915410700
1066,25879825,407,27961,659,25851864,4396422.79,4064794681
1916,43985119,719,49515,1197,43935604,3744170.434,3322273846
2024,48716689,718,49145,1306,48667544,4239655.899,4198466579
70,443246,36,2830,34,440416,775734.5305,120722932.5
73,458423,33,2180,40,456243,632678.7116,132410657.5
408,6129781,175,13209,233,6116572,4928032.822,2281979527
419,6591863,170,11713,249,6580150,5865407.354,3295078989
393,7763275,179,12627,214,7750648,3819083.075,2344212291
440,10763791,177,12189,263,10751602,3928870.015,3465554739
631,12344286,285,20142,346,12324144,39167.56858,23965184.96
730,17319967,282,19636,448,17300331,38210.17844,33665142.32
2737,59331735,1077,73991,1660,59257744,6550038.778,5245780178
2805,62302051,1074,73401,1731,62228650,6742287.881,5716045732
117,456041,54,4166,63,451875,1017441.918,110359233.5
128,526631,52,3728,76,522903,1944305.023,272715378
357,4219059,174,13031,183,4206028,5310929.154,1714213547
401,5153453,175,12221,226,5141232,7154671.023,3009886557
1292,21671171,479,33255,813,21637916,7691276.042,5004456020
1328,22588413,477,32817,851,22555596,8682976.407,5967934544
634,13604013,279,19209,355,13584804,3209251.948,2269616258
701,17771598,278,18904,423,17752694,3611962.946,3391984390
1544,29408987,672,46403,872,29362584,2837708.41,1795626394
1700,36446437,664,45557,1036,36400880,4306093.318,3440647675
131,729045,52,4026,79,725019,975081.2076,175596721.8
150,831241,51,3644,99,827597,1245930.116,282965978.7
456,8001758,190,13798,266,7987960,3217890.989,1862906545
462,8380835,187,12869,275,8367966,3716286.545,2416486087
1194,20021823,470,32631,724,19989192,7310854.861,4478504536
1244,21374325,469,32261,775,21342064,8422594.908,5571915302
579,13847911,242,17315,337,13830596,2092813.72,1671663937
660,18770446,237,16116,423,18754330,2325002.274,2705625458
1301,23639631,539,37399,762,23602232,2724269.362,1719266224
1405,28205075,535,36825,870,28168250,3474379.91,2657629379
116,488530,53,4118,63,484412,706582.1373,83117257.48
134,536913,50,3612,84,533301,971395.0774,143423578.7
479,8520177,198,14245,281,8505932,2433210.444,1452911378
494,8610939,196,13613,298,8597326,4041865.658,2552650901
672,11171983,292,20503,380,11151480,3964023.725,2156012841
722,12675649,289,19997,433,12655652,4962510.826,3140661603
468,11445881,206,14337,262,11431544,2469916.041,1969376711
518,14652689,200,13745,318,14638944,2686563.919,2861292016
1089,28606745,437,31033,652,28575712,2732423.331,2516061682
1220,37218047,431,29461,789,37188586,2652785.757,3348608372
95,462442,43,4226,52,458216,811920.0858,88034731.2
108,555949,36,2576,72,553373,519256.1565,111545938.3
675,9321271,246,17387,429,9303884,4830075.086,2584601042
694,9454269,243,16881,451,9437388,5331319.258,2980494544
325,6767665,141,10905,184,6756760,2751315.343,1704720537
352,8836383,135,9333,217,8827050,2589035.008,2448681182
907,18790371,401,27867,506,18762504,3268837.708,2200867714
1001,22933297,399,27429,602,22905868,3399814.441,2839173897
1543,37137227,625,43123,918,37094104,3615498.338,3110026467
1657,41677319,623,42685,1034,41634634,3912774.418,3816491292
166,967661,77,5666,89,961995,1538280.317,261175074.7
180,998205,75,5228,105,992977,1711538.208,325079968.5
192,3146675,80,6555,112,3140120,2053840.143,983875592.4
227,5329067,75,5253,152,5323814,3103272.422,3145106638
1046,21401639,436,30295,610,21371344,5320220.951,3753103552
1089,22994769,434,29857,655,22964912,5854125.475,4502779126
705,13325843,331,23523,374,13302320,3200764.003,1810040684
769,17536019,321,22053,448,17513966,3327646.611,2642737478
1329,31342691,552,38183,777,31304508,3126198.112,2563027887
1434,36101265,555,38085,879,36063180,3180503.567,3011660040
116,1056815,56,3960,60,1052855,0,0
57,4036,56,3960,1,76,0,0
368,4437579,177,12647,191,4424932,1454092.724,508757920.7
410,5135587,176,12289,234,5123298,2231992.803,930520324.4
407,10623477,158,10897,249,10612580,3681646.223,3585552453
159,10973,158,10897,1,76,3684235.15,25695.31718
1067,21952223,407,28167,660,21924056,3527893.303,2745969764
1167,25806851,406,27785,761,25779066,3585915.894,3327031222
1497,31109887,613,42295,884,31067592,2813122.617,2066365899
1624,36263053,607,41585,1017,36221468,3162573.684,2754672634
66,464111,31,3212,35,460899,1426900.529,204750008.4
64,463257,25,1708,39,461549,885892.9203,239392852.1
571,8581043,211,14947,360,8566096,2985699.002,1711098165
603,9020433,208,14441,395,9005992,3467667.738,2162577932
788,13678167,329,23043,459,13655124,5118936.893,3033446948
837,15059713,327,22605,510,15037108,5281197.174,3513113571
1475,28658820,629,43092,846,28615728,4664948.885,3097811855
1556,32709696,625,42728,931,32666968,5776156.692,4416062671
2231,44122907,962,66015,1269,44056892,5358912.375,3576414811
2361,49777697,961,65645,1400,49712052,5564810.283,4214153982
90,541364,43,3354,47,538010,557121.9188,89367073.21
110,608690,41,2916,69,605774,689830.0282,143306274.2
176,3296561,75,5253,101,3291308,3665531.263,2296667118
75,5261,74,5185,1,76,3621676.274,53085.32243
573,11651023,217,16967,356,11634056,3552850.603,2436144449
641,16606087,207,14265,434,16591822,4576188.669,5322629361
644,12900923,274,19275,370,12881648,3067638.016,2050128826
752,18054791,271,18857,481,18035934,3009115.032,2878093022
2236,57168369,801,54621,1435,57113748,5699656.779,5959772998
2287,59480773,802,54689,1485,59426084,5707267.673,6201623144
49,456724,24,1784,25,454940,0,0
51,519580,24,1784,27,517796,0,0
333,4373079,150,10787,183,4362292,2704084.576,1093539122
379,5541413,148,10349,231,5531064,3729466.302,1993228022
688,11647397,301,22097,387,11625300,5495417.434,2891156098
733,13976016,290,19964,443,13956052,5289271.263,3697522780
1262,28080237,552,38853,710,28041384,6810889.034,4915624400
1325,31383155,549,37485,776,31345670,6725472.764,5623968250
3236,55412665,1607,109429,1629,55303236,3541249.334,1789676847
3344,62802977,1601,109021,1743,62693956,3528171.132,2028921086
123,779065,52,4062,71,775003,823139.5428,157049634.4
138,837881,49,3556,89,834325,1151769.755,270233492.9
174,3054691,79,6231,95,3048460,1969965.69,963787772
185,3802643,76,5321,109,3797322,2658832.414,1897470930
877,20815277,336,24401,541,20790876,4163914.568,3547864081
910,22191127,329,22761,581,22168366,5742337.668,5592822948
882,19748176,373,26588,509,19721588,4245070.941,3148771631
964,23027189,369,25381,595,23001808,4287546.273,3885635561
1252,35615745,458,31297,794,35584448,3163172.174,3596502404
1336,41224537,455,31093,881,41193444,3142872.121,4163822298
75,619579,32,2264,43,617315,1421167.199,387503458.4
75,619983,30,2036,45,617947,2862863.26,868908528.1
340,4108183,152,10959,188,4097224,3789897.739,1416923074
380,4466401,149,10453,231,4455948,3790593.034,1615869650
744,12523355,309,21599,435,12501756,3275089.016,1895660158
799,14314465,307,21149,492,14293316,3278321.772,2215617241
1223,22286425,503,35665,720,22250760,4782149.315,2983498015
1288,25300593,497,34093,791,25266500,5853712.768,4338217043
2386,46991767,1018,69823,1368,46921944,5138555.987,3453174975
2484,51445387,1016,69385,1468,51376002,5589373.327,4138641713
582,9717399,226,16055,356,9701344,4524558.039,2733995265
605,9832725,225,15693,380,9817032,4562795.517,2854336940
1078,14033312,400,27424,678,14005888,6309941.961,3222591175
1131,15325555,399,27397,732,15298158,6698298.198,3740249815
704,17324265,292,21081,412,17303184,3369358.223,2765553119
779,22137763,287,19669,492,22118094,3927963.047,4417055056
2185,55749664,835,56848,1350,55692816,5642113.462,5527462477
2249,59247080,832,56644,1417,59190436,5622335.094,5875087663
40,353543,20,1512,20,352031,0,0
41,369995,20,1512,21,368483,0,0
493,3034271,230,16235,263,3018036,4247715.185,789637040.1
529,3441665,225,15605,304,3426060,4553896.352,999802764.2
949,13892421,360,26001,589,13866420,5018078.016,2676157739
995,15992741,353,24361,642,15968380,5433804.629,3561801944
1692,31367563,722,49675,970,31317888,3683206.125,2322098378
1763,33675465,725,49669,1038,33625796,3927360.941,2658814106
2245,47955689,917,63673,1328,47892016,5043651.831,3793611958
2337,52904227,911,62101,1426,52842126,5830511.132,4961218078
58,479977,26,1920,32,478057,0,0
52,399537,25,2046,27,397491,0,0
860,10563983,335,23499,525,10540484,4773520.824,2141164299
884,10614587,333,23061,551,10591526,5808217.194,2667615603
726,13634055,315,22019,411,13612036,3134760.424,1937893262
788,15874023,317,21853,471,15852170,3290689.307,2387066596
1494,27079524,602,42732,892,27036792,6317970.705,3997417855
1592,31621789,597,40977,995,31580812,6287621.875,4845845336
962,27061863,373,26283,589,27035580,2064591.58,2123708512
1071,32964459,370,25365,701,32939094,2612324.986,3392376040
56,382623,23,1716,33,380907,0,0
58,513079,23,1716,35,511363,0,0
325,5534907,137,9939,188,5524968,1273174.993,707742337.7
357,6162255,136,9569,221,6152686,2339564.399,1504295655
666,10629507,294,20579,372,10608928,4056480.564,2091205123
711,12824071,292,20141,419,12803930,4112368.882,2614293397
1398,28773323,600,41459,798,28731864,3987987.125,2763749818
1472,31698237,600,41157,872,31657080,4919456.26,3783940044
1617,35959863,600,41547,1017,35918316,3563644.904,3080851175
1747,42173055,599,41177,1148,42131878,3903564.643,3994086730
110,1057469,56,5022,54,1052447,0,0
108,1056573,52,3688,56,1052885,0,0
343,4216551,145,10527,198,4206024,364442.2251,145611546.1
369,4948069,142,10021,227,4938048,348466.1508,171713659.2
534,9127601,205,14213,329,9113388,3174057.9,2035208695
493,7503058,206,14822,287,7488236,3476533.239,1756382496
1382,25576139,578,39963,804,25536176,5779632.476,3693158975
1477,29558987,575,39457,902,29519530,6197562.846,4636671373
1921,39782921,797,55513,1124,39727408,4334143.085,3101692769
2011,44353923,790,53873,1221,44300050,4264958.224,3507097481
32,299264,15,1172,17,298092,0,0
35,560108,14,1104,21,559004,0,0
236,5098897,97,6749,139,5092148,4079408.845,3077930596
253,6120893,97,6749,156,6114144,4081361.139,3697441061
1082,17941023,429,29819,653,17911204,3771216.273,2265234381
1117,18872149,428,29449,689,18842700,4740030.001,3032869140
797,12813451,378,26279,419,12787172,2069755.278,1007128001
873,16226003,377,25909,496,16200094,2884094.245,1803334666
2483,43886795,1013,69547,1470,43817248,5379718.122,3389426476
2580,47714255,1010,69049,1570,47645206,5802944.428,4004148976
134,465573,63,5634,71,459939,2815536.625,229850035.4
137,498195,58,4132,79,494063,2235399.859,267286631.3
236,3632685,102,8253,134,3624432,2313299.778,1015921209
251,4387339,98,6817,153,4380522,2399578.798,1541940401
305,7877672,120,8260,185,7869412,1844324.447,1757112462
345,10191890,120,8160,225,10183730,2550629.288,3183200980
1215,25960303,504,34931,711,25925372,3566957.967,2647353703
1310,30378913,500,34357,810,30344556,6069950.048,5361060021
1549,35693359,651,44903,898,35648456,4066801.814,3228630727
1633,39627651,649,44465,984,39583186,4167971.941,3710370147
79,357122,32,2654,47,354468,664877.4182,88800967.86
98,412005,30,2216,68,409789,759911.2848,140524948.3
251,4047761,102,8245,149,4039516,2060388.436,1009456889
279,5932903,98,6817,181,5926086,3958866.581,3441482150
371,6680785,168,11989,203,6668796,3355332.324,1866379746
405,8444849,168,11569,237,8433280,3450264.9,2515087733
968,14811575,444,30903,524,14780672,3077875.655,1472124729
1058,17273297,439,30257,619,17243040,5067859.161,2888101868
1615,44032141,652,44985,963,43987156,3755527.514,3672223511
1665,47310117,651,44413,1014,47265704,4520961.719,4811348893
100,679409,49,4646,51,674763,1500268.747,217891915.7
97,698617,43,3076,54,695541,4889172.077,1105533042
668,5820565,316,22997,352,5797568,10831793.62,2730706618
708,6561699,307,21221,401,6540478,11580211.73,3569111732
285,7072145,119,8337,166,7063808,1947471.187,1650061479
319,9116043,118,8177,201,9107866,2006951.681,2235422157
1253,19517363,484,33511,769,19483852,3671064.825,2134418064
1372,25311217,481,33005,891,25278212,5653586.891,4330027814
1818,39803595,711,48959,1107,39754636,3891556.418,3159938088
1909,43484271,709,48521,1200,43435750,4104371.283,3674212093
103,862511,53,6568,50,855943,5010224.218,652933365.9
100,924957,47,3348,53,921609,2898711.338,797932633.5
233,3587065,112,8933,121,3578132,3107039.385,1244531182
244,4400711,105,7293,139,4393418,2960016.491,1783160528
920,18208393,391,27061,529,18181332,3595349.469,2415588572
964,20009371,387,26701,577,19982670,4549880.133,3405069220
906,22073767,347,24195,559,22049572,3439609.617,3134611280
997,26578843,347,23893,650,26554950,3497650.608,3887328382
1905,40018067,792,55231,1113,39962836,3947835.195,2856488031
1992,44388321,780,53461,1212,44334860,4096845.517,3397487373
17,7553,10,1086,7,6467,316434.5691,1884329.98
37,46755,8,648,29,46107,235466.5922,16754102.11
372,7687967,157,11123,215,7676844,2533818.247,1748784268
384,8156975,157,10829,227,8146146,3416378.774,2569980634
639,13936075,267,18683,372,13917392,2020549.435,1505153270
683,15456665,266,18313,417,15438352,2266927.073,1911080550
850,17561645,367,26273,483,17535372,3302340.4,2204078993
910,20748263,361,24701,549,20723562,3673261.59,3081780669
1852,46864749,749,52249,1103,46812500,4246630.877,3804769621
1912,50507631,740,50473,1172,50457158,4308253.061,4306900826
146,555897,74,5490,72,550407,1362783.608,136627620.7
161,613017,72,5052,89,607965,1520865.96,183023213.3
182,3257377,82,6809,100,3250568,1758720.992,839600848.6
190,3899663,77,5389,113,3894274,3046535.777,2201529981
674,13753017,257,17829,417,13735188,4648306.283,3580983828
725,14876277,255,17613,470,14858664,4860513.769,4100422470
