Packets,Bytes,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Bits/s A to B,Bits/s B to A
464,8239023,200,14303,264,8224720,4229515.456,2432117763
484,8422623,198,13865,286,8408758,4424673.916,2683448409
795,15013453,361,26045,434,14987408,5194211.431,2988971624
867,16656857,354,24405,513,16632452,5236538.724,3568796516
643,13711678,273,18950,370,13692728,2529901.61,1828034544
718,17199005,271,18741,447,17180264,2559104.531,2345984282
2252,50412991,902,62063,1350,50350928,5296956.06,4297353547
2323,52971955,902,61761,1421,52910194,5870291.006,5029035086
145,572813,65,4862,80,567951,1731830.407,202302511.6
159,671916,62,4348,97,667568,1816719.228,278929075.8
748,6278511,256,18031,492,6260480,3370543.087,1170274393
774,6605755,252,17457,522,6588298,3982629.466,1503050338
454,10918589,186,13013,268,10905576,3432804.106,2876869751
473,12237218,181,12352,292,12224866,3361425.836,3326828077
954,17149453,442,31373,512,17118080,2822913.15,1540268803
1012,20340974,435,29588,577,20311386,2709807.539,1860211806
1877,36672583,754,51995,1123,36620588,4328010.146,3048259956
1996,41614023,753,51625,1243,41562398,4792116.201,3858050185
186,1080721,76,5642,110,1075079,1905192.688,363033082.3
211,1137469,74,5204,137,1132265,2106686.742,458364270.5
230,2653853,102,8253,128,2645600,1489251.815,477397867.6
240,3464855,96,6681,144,3458174,1495594.77,774139642
329,5524416,136,9348,193,5515068,2434193.545,1436108571
366,7517406,134,9120,232,7508286,2860533.355,2355011244
576,10037051,274,19267,302,10017784,2641721.614,1373550450
640,12945319,269,18625,371,12926694,3133629.311,2174897568
2823,48993197,1131,77405,1692,48915792,6754329.333,4268372441
2930,53501607,1130,77245,1800,53424362,7046841.701,4873752631
187,1079305,91,6626,96,1072679,1263330.986,204519864
208,1126117,89,6188,119,1119929,1691229.592,306085498.7
199,2169585,81,5753,118,2163832,967655.2446,363956784.8
211,2473337,78,5437,133,2467900,1456758.104,661234747.8
392,6547311,158,11367,234,6535944,2489794.447,1431614065
447,8813533,157,10997,290,8802536,3024071.161,2420614282
619,15099763,252,17583,367,15082180,2097648.064,1799300784
700,19929004,246,16736,454,19912268,2821276.234,3356716568
2824,57253143,1175,80595,1649,57172548,6314900.326,4479669235
2888,59978735,1170,79953,1718,59898782,7102660.452,5321135042
15,7226,9,1018,6,6208,242836.8714,1480875.538
28,34874,7,580,21,34294,201722.1332,11927342.82
128,2488478,53,3914,75,2484564,1724669.929,1094801435
131,2815024,49,3340,82,2811684,2305006.739,1940404361
1317,21989443,522,36119,795,21953324,8373847.948,5089670177
1366,23070989,521,35749,845,23035240,8878412.207,5720897256
1007,19410966,457,32534,550,19378432,4568298.335,2721044404
1074,22466479,449,30853,625,22435626,4450143.327,3236046781
2299,58730833,890,61829,1409,58669004,5928907.599,5625889205
2343,61208777,883,60189,1460,61148588,6207710.462,6306679451
162,644993,76,5682,86,639311,2094399.568,235651651.3
178,748415,74,5244,104,743171,2398539.471,339917043.6
513,8641170,190,13108,323,8628062,2662982.279,1752851404
478,8358829,189,13177,289,8345652,3706912.8,2347772955
846,13296894,368,25454,478,13271440,5425424.591,2828757638
875,14354468,364,24872,511,14329596,6491787.697,3740137304
1283,21156075,571,39499,712,21116576,5901197.594,3154841578
1500,31156117,568,38993,932,31117124,6974157.316,5565504526
1750,47519232,686,46880,1064,47472352,4258661.256,4312471548
1844,51919165,683,46729,1161,51872436,4366991.227,4847663613
60,560358,22,1798,38,558560,1919704.72,596368336.1
63,602450,21,1572,42,600878,1887240.105,721374720
416,5210055,167,11835,249,5198220,2357136.621,1035311764
458,6111997,165,11489,293,6100508,2939428.338,1560797815
1085,19813509,424,30329,661,19783180,7624204.808,4973161531
1125,21054441,417,28689,708,21025752,7706717.868,5648141749
1230,24157067,492,34091,738,24122976,4623763.63,3271800155
1430,34476671,493,33857,937,34442814,5155409.258,5244611223
1869,39050219,760,52375,1109,38997844,4386706.454,3266292963
1961,42362873,759,52017,1202,42310856,5005893.837,4071816008
30,202289,16,2394,14,199895,811450.5021,67754761.12
31,288469,10,832,21,287637,1027186.491,355116394.9
410,5137609,162,12489,248,5125120,3251827.925,1334454987
432,5829215,157,10997,275,5818218,3023965.968,1599899357
579,8322299,242,17135,337,8305164,3066160.442,1486137457
636,9731351,239,16629,397,9714722,4122877.57,2408600002
836,16935717,360,25925,476,16909792,4176545.351,2724185657
909,20491653,357,24569,552,20467084,4346158.073,3620545499
1210,35281357,482,34085,728,35247272,3233957.838,3344233286
1296,41129599,475,32445,821,41097154,3165556.752,4009720245
92,368720,45,3454,47,365266,417166.3972,44116010.79
112,461920,42,2960,70,458960,620477.7249,96207586.69
386,4782439,156,11207,230,4771232,1859402.107,791615850.2
411,5215047,151,10557,260,5204490,3059469.581,1508286335
1418,21289191,517,35907,901,21253284,8200132.61,4853642665
1461,22053293,513,35333,948,22017960,8582428.787,5348189334
678,14440275,299,21559,379,14418716,3843765.182,2570720281
761,18318159,291,20053,470,18298106,4171715.186,3806636747
1689,44743819,648,44519,1041,44699300,4102240.316,4118854210
1772,49297133,649,44285,1123,49252848,4231518.326,4706205914
106,1033233,49,4646,57,1028587,2476985.52,548384654.6
102,1032101,43,3076,59,1029025,3754311.096,1255942775
295,4212427,121,8659,174,4203768,3035277.698,1473565453
332,4646517,119,8221,213,4638296,3033297.273,1711389199
294,6481941,125,9817,169,6472124,2908209.292,1917315999
335,9342659,116,8041,219,9334618,2472644.012,2870437421
1312,18581615,519,36035,793,18545580,3407851.336,1753866507
1379,21347953,516,35529,863,21312424,5503125.886,3301104794
1873,41010967,811,55719,1062,40955248,4948564.579,3637353319
1982,45736927,811,55517,1171,45681410,4936396.009,4061846461
111,531325,54,4842,57,526483,1973504.419,214584165.1
111,585289,47,3204,64,582085,1921565.32,349099360
268,3401862,136,9654,132,3392208,4116934.545,1446602268
311,4080838,132,9080,179,4071758,4541937.42,2036747800
350,4987031,155,11219,195,4975812,1966211.318,872047229.9
388,5934355,152,10701,236,5923654,2071601.205,1146757197
1282,29126731,497,34503,785,29092228,4788812.059,4037828950
1383,33062639,492,33861,891,33028778,5613474.461,5475508750
1966,41702787,815,56119,1151,41646668,3553404.423,2637029424
2077,46391923,813,55681,1264,46336242,3953585.435,3290068273
113,559579,54,4000,59,555579,803074.6718,111542855.8
113,625127,52,3764,61,621363,0,0
133,1784523,63,4731,70,1779792,2129856.174,801247300.7
148,2409695,62,4361,86,2405334,2823823.232,1557495536
654,10873192,308,22168,346,10851024,5286601.159,2587740710
738,13529787,303,21069,435,13508718,5548631.325,3557591526
1105,20297843,467,32355,638,20265488,3834076.333,2401465860
1270,28234935,467,32053,803,28202882,4596648.092,4044511394
1632,44856797,657,45993,975,44810804,3848270.757,3749355481
1713,49504547,651,44421,1062,49460126,3802579.515,4233944800
192,1079669,79,5834,113,1073835,1731243.062,318661191.8
217,1133235,77,5396,140,1127839,2092440.723,437349194.4
277,3610845,120,9657,157,3601188,2067124.114,770850424.8
299,4339947,113,8017,186,4331930,2155838.165,1164892107
363,5843654,178,13074,185,5830580,2912605.137,1298927433
385,7323301,172,11849,213,7311452,2788870.702,1720878916
1261,19654447,587,40623,674,19613824,5073864.507,2449791631
1425,26316591,585,40185,840,26276406,7088693.54,4635196951
3281,56105946,1289,89266,1992,56016680,6370036.665,3997359638
3371,59847385,1285,87773,2086,59759612,6385534.222,4347544775
498,1106397,231,16298,267,1090099,5455602.702,364900420.3
519,1153327,229,15860,290,1137467,6668831.093,478283436.1
149,1406569,77,6601,72,1399968,1590055.325,337225658.8
173,1660909,72,5097,101,1655812,1511499.271,491025825.2
218,4688836,93,6448,125,4682388,1727132.313,1254203415
193,3461616,92,6372,101,3455244,1800130.115,976128182.7
794,19544109,334,22957,460,19521152,3461032.562,2943038843
860,23250217,333,22789,527,23227428,4345819.093,4429426481
2493,50877183,1022,70251,1471,50806932,5262686.438,3806080369
2595,55293185,1018,69677,1577,55223508,5341338.582,4233354679
149,624625,74,6334,75,618291,1875807.839,183106268.5
160,679097,68,4764,92,674333,2400667.742,339808875.1
331,6679329,139,10769,192,6668560,4198537.53,2599888516
338,7420391,133,9197,205,7411194,4694504.974,3782960432
454,5720679,204,14327,250,5706352,2999715.643,1194767457
495,7575601,200,13753,295,7561848,2992031.511,1645116520
1509,28238567,621,42935,888,28195632,3857387.83,2533166129
1571,30719353,613,42089,958,30677264,5693815.379,4150031541
1376,40110224,478,33008,898,40077216,3133830.342,3804992593
1455,44756413,477,32589,978,44723824,3159245.969,4335621244
116,457984,57,4270,59,453714,881600.3731,93675510.93
130,524498,55,3832,75,520666,842338.5005,114451205
274,3441695,126,9191,148,3432504,2594742.985,969042070.9
310,4001813,122,8629,188,3993184,4078459.175,1887360983
714,11526348,304,21524,410,11504824,5156792.647,2756364607
763,12969928,294,20088,469,12949840,4992387.032,3218369837
734,20580965,280,20357,454,20560608,3071665.377,3102387765
804,24924327,276,18921,528,24905406,3086503.896,4062715113
2321,50836523,919,62971,1402,50773552,5229806.133,4216795567
2394,54615505,913,62261,1481,54553244,5328331.777,4668697636
145,531355,71,5108,74,526247,1246077.953,128376034.5
166,586701,70,4948,96,581753,1897379.221,223081255.8
235,5552061,90,6449,145,5545612,1835845.285,1578676639
251,6452965,89,6197,162,6446768,2702793.173,2811728343
529,9543102,236,16442,293,9526660,3657220.848,2119030505
587,12009476,234,16016,353,11993460,4030199.825,3017984540
694,13768455,311,22155,383,13746300,3522443.894,2185536922
784,17025603,312,21525,472,17004078,3488107.609,2755496114
1435,27865671,591,40823,844,27824848,3439649.84,2344456164
1546,33138617,586,40181,960,33098436,3773316.338,3108207096
98,426133,44,3494,54,422639,914172.3566,110579533.7
115,493789,42,3056,73,490733,1269732.583,203893874.3
593,10058739,245,17259,348,10041480,3151224.4,1833417741
618,10203997,243,16821,375,10187176,4164326.384,2522009737
570,11068273,249,18405,321,11049868,3994570.488,2398232904
621,12778327,243,16833,378,12761494,5036773.79,3818496911
778,15861787,329,23007,449,15838780,2645588.546,1821310686
861,19533373,326,22593,535,19510780,3246786.549,2803848009
1328,29779283,543,37535,785,29741748,2913859.48,2308865709
1438,34785815,543,37233,895,34748582,3147808.052,2937766665
79,341778,39,3058,40,338720,601345.0671,66608110.25
97,392664,37,2620,60,390044,724517.0485,107860125.1
324,4488633,156,12105,168,4476528,2819031.455,1042500887
362,5165917,149,10465,213,5155452,4939061.701,2433167274
399,9192407,148,10603,251,9181804,2372970.184,2054904002
441,10482169,148,10301,293,10471868,2688389.529,2732983233
481,10621912,219,16064,262,10605848,2340504.887,1545258907
543,14296471,214,14697,329,14281774,2259394.196,2195560814
1990,39594720,833,57412,1157,39537308,3466881.494,2387500199
2064,43136743,823,56117,1241,43080626,3782890.582,2904098479
156,983117,66,4966,90,978151,1167242.409,229911262.5
177,1019187,64,4528,113,1014659,1219812.429,273342239.2
256,4723547,113,8791,143,4714756,2037163.991,1092564117
263,5309587,107,7421,156,5302166,4146873.995,2962864076
587,9500875,246,17351,341,9483524,4078424.524,2229141655
651,10991677,243,16845,408,10974832,4250053.52,2768989218
786,15699859,338,23467,448,15676392,3784862.265,2528358313
897,20973087,334,22977,563,20950110,4091691.591,3730747657
1143,33577175,435,30439,708,33546736,2332318.692,2570441849
1256,40763190,427,29044,829,40734146,2641252.388,3704350654
32,169743,18,2336,14,167407,685507.4848,49126177.87
31,172089,13,1036,18,171053,550377.0295,90872241.34
378,7076645,165,12537,213,7064108,3661544.972,2063137045
390,7672093,156,10753,234,7661340,5348930.276,3811027014
1286,15362195,607,42015,679,15320180,10377928.32,3784165891
1390,17370213,605,41577,785,17328636,10636464.57,4433110201
825,21627931,330,22629,495,21605302,3358053.015,3206140330
765,18006700,332,23272,433,17983428,3552400.377,2745115864
974,21893099,406,28219,568,21864880,2262533.911,1753075320
1103,27018097,409,28133,694,26989964,2500993.918,2399379228
89,541397,48,4578,41,536819,1207128.585,141548615.1
85,534801,41,2796,44,532005,788476.1781,150026205
238,2326565,118,9357,120,2317208,1740509.063,431027201.5
259,2681133,112,7793,147,2673340,2095487.955,718844061.3
990,11732097,394,28281,596,11703816,5376233.705,2224901880
1032,13553029,389,26785,643,13526244,6401754.872,3232842950
1525,33461871,623,42927,902,33418944,4176979.854,3251805526
1591,36544876,619,42220,972,36502656,5066310.301,4380241168
1713,35351377,751,52385,962,35298992,3407691.917,2296231550
1809,39977043,751,51221,1058,39925822,3386341.093,2639590240
186,911109,93,7730,93,903379,3312967.122,387175281.4
192,995453,88,6216,104,989237,2904091.74,462167792.8
479,6890061,183,13941,296,6876120,2656720.813,1310374515
504,7386625,175,12233,329,7374392,2625314.688,1582612575
518,8075983,235,16531,283,8059452,1900133.316,926382750.8
575,10325505,233,16081,342,10309424,1964314.395,1259309121
709,11826375,327,22991,382,11803384,2401231.019,1232771597
797,14995715,324,22485,473,14973230,3661003.007,2437938184
1659,41704339,676,46423,983,41657916,3838175.706,3444206561
1727,45508077,675,46053,1052,45462024,4251430.876,4196874308
180,1078717,85,6106,95,1072611,1063628.468,186842383.7
203,1129057,84,5828,119,1123229,1490508.399,287265315.4
262,4711000,122,9384,140,4701616,1651762.44,827573818.8
266,5135959,117,8109,149,5127850,2545060.242,1609407715
526,9142601,237,16565,289,9126036,3217842.758,1772782907
586,11537755,238,16541,348,11521214,3958118.744,2756927216
672,12981879,286,20023,386,12961856,2937607.925,1901655641
756,16582193,282,19365,474,16562828,3217245.633,2751700803
1869,46126809,774,53949,1095,46072860,4178822.164,3568746196
1939,50445003,768,52377,1171,50392626,4249802.838,4088793268
79,306433,37,3018,42,303415,633379.6091,63676896.65
95,352019,36,2636,59,349383,830981.8467,110140717.2
244,4664443,105,8247,139,4656196,1904176.535,1075084172
253,5650631,98,6817,155,5643814,2060546.734,1705932596
530,7959215,235,16659,295,7942556,2381199.714,1135290959
588,9845537,235,16369,353,9829168,3347442.308,2010053932
483,34381,482,34305,1,76,4705548.389,10424.76833
474,32899,472,32461,2,438,5105393.099,68887.65526
796,31892544,0,0,796,31892544,0,5398413701
687,27688172,0,0,687,27688172,0,4844512973
1362,27896645,606,42725,756,27853920,3455153.647,2252535361
1469,33212961,598,41017,871,33171944,3826176.325,3094368355
107,534628,50,4714,57,529914,880582.5911,98988766.06
120,631878,44,3144,76,628734,708777.4558,141740612.2
291,3909585,126,10021,165,3899564,2841383.643,1105693779
312,4936602,116,8040,196,4928562,2412422.536,1478827617
668,10375907,284,19955,384,10355952,4623063.242,2399209272
746,12358849,281,19449,465,12339400,4974080.225,3155800582
973,22527415,402,27699,571,22499716,3385389.239,2749929471
1028,25726691,401,27421,627,25699270,4184704.551,3921952231
1558,32212427,676,46699,882,32165728,3052905.459,2102805769
1660,37138648,668,45708,992,37092940,3040196.098,2467178862
68,487424,34,3416,34,484008,896581.0727,127035249.4
63,525070,27,1980,36,523090,0,0
310,2677533,140,11005,170,2666528,3636981.192,881245995.7
339,3136351,133,9353,206,3126998,4139533.206,1383974346
226,5540249,98,7889,128,5532360,1838822.082,1289520311
255,7581619,93,6477,162,7575142,1745782.34,2041770747
1375,22986811,554,38343,821,22948468,3766071.865,2254011936
1494,28926433,553,37973,941,28888460,6036196.874,4592116292
1530,31653647,615,42491,915,31611156,3509132.516,2610617199
1646,36982239,615,42189,1031,36940050,3973564.433,3479192890
48,342061,23,2634,25,339427,0,0
23,2018,21,1580,2,438,0,0
25,294539,0,0,25,294539,0,0
477,7305555,186,13319,291,7292236,3750139.066,2053224649
517,7996855,184,12881,333,7983974,4000957.608,2479896089
441,8699457,163,12401,278,8687056,3448197.838,2415505824
493,12336147,158,10897,335,12325250,3163756.48,3578424296
1111,23363819,454,31543,657,23332276,2984830.961,2207871788
1201,27275101,451,31129,750,27243972,4707093.565,4119628812
925,22761613,408,29313,517,22732300,2797131.363,2169181909
1020,28155915,397,27149,623,28128766,2668642.223,2764949450
32,147715,18,2108,14,145607,895556.5653,61859252.75
27,211945,11,748,16,211197,372884.8645,105283642.7
342,5278215,145,10875,197,5267340,4665925.875,2259955678
142,10259,140,9821,2,438,4679918.095,208716.4368
227,6083316,0,0,227,6083316,0,3500302154
737,8981735,297,20879,440,8960856,4960066.494,2128762948
791,10566367,292,20237,499,10546130,5028310.804,2620409123
673,11612243,300,21023,373,11591220,3190529.94,1759127358
788,16347125,299,20665,489,16326460,3396328.53,2683281969
560,39405,559,39329,1,76,3512865.213,6788.317939
556,38271,553,37757,3,514,3606989.168,49103.27708
957,44283508,0,0,957,44283508,0,4425340517
863,38378796,0,0,863,38378796,0,3838337370
107,320895,53,4504,54,316391,2196975.245,154330194.2
123,369800,50,3576,73,366224,1900090.621,194591383.5
312,5794026,138,10186,174,5783840,3614010.322,2052116381
331,6630426,134,9120,197,6621306,3449472.346,2504387274
768,12272028,320,22924,448,12249104,4822118.64,2576628543
318,21995,316,21641,2,354,5911380.442,96697.41123
480,13809616,0,0,480,13809616,0,4219541903
530,13259261,230,17021,300,13242240,2674922.976,2081074674
232,16315,229,15801,3,514,2539578.147,82611.42759
368,17374190,0,0,368,17374190,0,2979266575
2934,53091761,1247,86317,1687,53005444,7083462.399,4349804436
3019,56311665,1239,84609,1780,56227056,7138096.884,4743634521
177,1050741,85,6222,92,1044519,1638160.935,275006464.5
86,6298,83,5784,3,514,2504678.952,222580.3909
112,1114513,0,0,112,1114513,0,527711515.4
142,2193021,66,5805,76,2187216,2774486.908,1045375049
152,2985799,61,4301,91,2981498,3273553.809,2269261598
372,7446817,162,12473,210,7434344,3179537.169,1895115295
410,8963129,157,10969,253,8952160,3095291.828,2526168994
865,16642830,396,27482,469,16615348,2751450.495,1663500017
961,21055364,395,27112,566,21028252,3110015.255,2412149030
1772,33995095,695,47883,1077,33947212,3899230.387,2764404916
1885,39499247,692,47377,1193,39451870,3999870.996,3330780559
180,1074549,80,5942,100,1068607,925109.3469,166371310
198,1117891,78,5504,120,1112387,1144835.675,231377238.7
332,5922970,150,11170,182,5911800,2022080.229,1070199991
352,6963930,146,9928,206,6954002,4980807.111,3488773430
935,16196971,382,26727,553,16170244,3896978.666,2357731728
976,17106697,380,26289,596,17080408,5213236.99,3387128258
751,13360674,337,23346,414,13337328,2499632.954,1428014417
828,17740302,336,22976,492,17717326,2772613.336,2138026390
1387,34534267,551,37923,836,34496344,2998375.988,2727447974
1486,40224941,550,37553,936,40187388,3379630.839,3616715997
114,597121,54,4634,60,592487,2454461.178,313818804.5
124,700521,49,3316,75,697205,1766503.268,371415835.6
416,6213393,187,14317,229,6199076,5513383.805,2387223945
438,6849311,179,12609,259,6836702,5541424.084,3004605053
807,15797967,327,22895,480,15775072,4561192.989,3142745045
861,17574711,323,22321,538,17552390,5083911.53,3997795704
671,14410569,305,20985,366,14389584,2872124.556,1969439007
736,17639100,304,20680,432,17618420,2956265.779,2518604068
2436,49625119,936,64295,1500,49560824,4144211.035,3194502119
2516,53118485,932,63721,1584,53054764,6098849.729,5077965397
36,379819,17,1712,19,378107,529545.8638,116953853.9
36,444667,14,1104,22,443563,541633.4406,217616443.7
281,3996405,116,9185,165,3987220,2491359.749,1081502386
307,4853668,113,7836,194,4845832,2308751.29,1427746412
552,10600935,226,15991,326,10584944,2729552.139,1806776095
609,13206173,226,15689,383,13190484,2789479.011,2345246878
839,19625046,368,25994,471,19599052,3184995.21,2401434436
910,23679943,364,24905,546,23655038,3633861.895,3451481277
1758,39148883,648,44707,1110,39104176,3504046.869,3064908526
1888,44406527,646,44269,1242,44362258,3954300.403,3962630615
57,210992,27,2194,30,208798,275547.2896,26223210.1
72,256084,25,1756,47,254328,230080.888,33323469.29
466,5741711,207,14779,259,5726932,1769851.018,685825592.3
512,6577521,205,14341,307,6563180,5144831.805,2354539935
231,4503913,100,8117,131,4495796,1669070.14,924454707.5
267,6907947,94,6545,173,6901402,1541860.345,1625820943
1080,22034636,461,31544,619,22003092,4038246.718,2816824564
1140,24582434,459,31316,681,24551118,4121016.635,3230794664
2167,42157315,922,63343,1245,42093972,4196185.848,2788534323
2260,46722409,919,62837,1341,46659572,4341008.846,3223413193
72,376813,32,2878,40,373935,1511447.257,196380483
80,426652,29,2052,51,424600,1164360.524,240929570.5
201,4292449,87,7233,114,4285216,2510742.379,1487498053
220,5322187,85,5933,135,5316254,2537164.646,2273421827
437,10195393,179,13489,258,10181904,2664198.529,2011017396
479,13130235,172,11849,307,13118386,3638724.61,4028541985
1013,18009502,463,31894,550,17977608,3392805.564,1912413885
1082,21965796,459,31404,623,21934392,3919264.878,2737444026
2141,43222683,820,56383,1321,43166300,4514483.315,3456246406
2261,47200875,822,56217,1439,47144658,4667026.529,3913858256
37,253962,18,1982,19,251980,492539.9733,62618679.35
37,383886,15,1172,22,382714,1539062.83,502577552.7
727,9034251,284,19863,443,9014388,5451111.145,2473867537
730,9360541,282,19425,448,9341116,7394140.672,3555702741
496,7951879,223,15715,273,7936164,1714520.71,865842668.4
226,15927,223,15413,3,514,2051278.741,68407.01181
326,10262280,0,0,326,10262280,0,1419022317
1811,35813671,762,52371,1049,35761300,5637925.949,3849832183
1876,38615985,759,51957,1117,38564028,5876602.045,4361788514
2411,62002115,911,62643,1500,61939472,5640711.008,5577361581
2462,63681603,908,62137,1554,63619466,6062973.05,6207623603
55,404501,28,3218,27,401283,1350462.199,168401964.8
51,598305,21,1436,30,596869,660524.1979,274544859
296,5788047,120,8639,176,5779408,3558485.605,2380592681
309,6528185,117,8133,192,6520052,3951843.917,3168108673
1421,21892115,551,38259,870,21853856,5839667.294,3335666069
1464,22864027,550,37889,914,22826138,8136408.808,4901760149
804,16181687,356,24751,448,16156936,2387396.656,1558442688
866,19336232,351,24048,515,19312184,2397369.712,1925251372
1406,30905531,600,41499,806,30864032,3095724.909,2302382049
1551,38196295,596,40925,955,38155370,3702781.548,3452193036
210,1078081,83,6190,127,1071891,1219879.123,211240299.3
227,1119705,81,5752,146,1113953,1189658.954,230393630.1
242,5072035,106,8315,136,5063720,1374610.413,837118729.8
248,5744283,100,6953,148,5737330,2188778.959,1806090491
416,6207799,171,12275,245,6195524,2738306.414,1382097198
484,8659621,168,11769,316,8647852,2793025.541,2052312984
637,12566980,254,18040,383,12548940,2190868.886,1524006774
723,18163066,251,17076,472,18145990,2464764.591,2619207872
1357,29601963,576,39815,781,29562148,3129696.184,2323760939
1477,34986961,571,39173,906,34947788,3215848.808,2868986352
72,388970,34,3626,38,385344,961989.8598,102233044.8
69,408034,29,1980,40,406054,571007.3196,117100912.2
559,9458875,206,14671,353,9444204,4260743.659,2742780472
584,9659299,204,14233,380,9645066,4986028.576,3378808030
310,4774373,151,11609,159,4762764,2889267.078,1185364564
339,6698335,144,9969,195,6688366,3566107.651,2392560253
859,15284755,381,26531,478,15258224,3610575.403,2076475378
955,19215833,376,25877,579,19189956,3989153.732,2958290551
1634,41280987,641,44287,993,41236700,3409541.406,3174706710
1738,46127449,638,43789,1100,46083660,4061668.038,4274510240
139,592495,61,4968,78,587527,1594588.542,188579674.3
144,621593,56,3844,88,617749,2229337.757,358265132.7
712,6913885,271,19913,441,6893972,6967213.85,2412081414
732,7393871,265,18341,467,7375530,7975150.542,3207074973
465,11221665,185,13897,280,11207768,3129373.131,2523802838
514,14344399,180,12393,334,14332006,3404348.717,3936992354
997,13873433,450,31453,547,13841980,3473090.211,1528453414
1089,17473469,447,30753,642,17442716,4031870.565,2286826430
2066,42608199,868,59695,1198,42548504,4230225.721,3015156646
2174,47224293,867,59325,1307,47164968,5453498.566,4335677798
173,1077021,71,5382,102,1071639,792039.8377,157707316.9
192,1122081,69,4944,123,1117137,1207479.375,272839782.9
513,6585701,212,15865,301,6569836,2695024.989,1116033545
541,7374220,204,14012,337,7360208,3696609.336,1941750900
443,10111758,176,12938,267,10098820,2559054.325,1997482532
484,13050415,169,11645,315,13038770,2447140.928,2740035013
768,15498369,349,24957,419,15473412,3164756.906,1962158412
831,19138907,345,23605,486,19115302,3429279.429,2777026559
974,27836746,381,26878,593,27809868,2289543.521,2368922654
1077,34536154,374,25440,703,34510714,2417043.549,3278848217
114,992305,59,5326,55,986979,2121231.19,393092497
111,1056401,53,3756,58,1052645,5086088.411,1425411484
113,1189956,58,5032,55,1184924,853973.8454,201091833.2
124,1979299,53,3749,71,1975550,1252296.489,659902461.8
640,10121767,277,19539,363,10102228,3691877.586,1908807468
699,11869169,271,18829,428,11850340,4896696.453,3081816233
889,18560244,412,29104,477,18531140,3944421.724,2511497773
968,23185385,407,27829,561,23157556,4088160.988,3401912287
2045,40442369,869,60409,1176,40381960,4109611.151,2747175969
2126,44892111,860,58633,1266,44833478,4161556.185,3182116516
129,633149,62,5490,67,627659,1762723.385,201528086.9
135,618412,56,3876,79,614536,1249564.881,198117286.8
649,7821557,264,19449,385,7802108,3791547.82,1521007023
665,8020305,258,17877,407,8002428,3756094.435,1681371331
682,9693676,291,20960,391,9672716,4605535.146,2125383277
733,11138083,281,19345,452,11118738,4928090.668,2832470870
1018,24932325,392,26845,626,24905480,3992531.237,3704075503
1091,28773543,394,26981,697,28746562,4684859.689,4991423947
2246,40341911,938,64407,1308,40277504,4000246.945,2501590857
2339,44176439,935,63901,1404,44112538,4025242.442,2778730539
114,451149,52,3966,62,447183,1131847.983,127620568.9
131,498571,50,3528,81,495043,1052899.626,147741096.8
186,1987491,86,6315,100,1981176,1107455.252,347436859.3
211,2249105,85,5921,126,2243184,1503220.286,569498344
831,14993391,378,26315,453,14967076,2460568.72,1399487708
920,18173339,378,26013,542,18147326,3672125.223,2561767329
1958,42642753,859,59637,1099,42583116,5009385.353,3576894169
2029,47155299,847,57749,1182,47097550,4985717.399,4066132305
99,514349,44,3554,55,510795,472293.7396,67879932.67
121,602447,43,3172,78,599275,595724.1999,112548114.7
153,1749533,73,7509,80,1742024,3380398.293,784223592.5
142,1908999,56,3961,86,1905038,1988978.643,956596792.8
1091,16849332,434,29792,657,16819540,3861598.092,2180125657
1125,17818918,431,29488,694,17789430,3936937.571,2375063597
638,14921597,281,20425,357,14901172,2413683.844,1760916432
719,20142787,277,18989,442,20123798,2774997.671,2940833777
1195,28073455,490,33907,705,28039548,2362115.566,1953362220
1322,34422223,489,33537,833,34388686,2696040.162,2764507219
29,142022,16,1946,13,140076,708301.2009,50984583.26
25,140992,11,756,14,140236,1087273.08,201686280
364,6256650,154,10986,210,6245664,2729180.535,1551569690
399,6911780,154,10684,245,6901096,2801629.844,1809651489
892,13259067,364,25451,528,13233616,5357367.497,2785640809
949,15219629,363,25081,586,15194548,5910147.484,3580480030
749,16801506,303,21682,446,16779824,3153910.146,2440829128
856,22748759,299,20585,557,22728174,3124734.178,3450060826
2229,51077987,804,55391,1425,51022596,4696206.187,4325840498
2302,53541721,806,55225,1496,53486496,4979775.72,4823010486
89,271009,42,3302,47,267707,1142467.555,92624640.16
93,327222,40,2872,53,324350,1986505.836,224346506.9
145,2067609,64,5669,81,2061940,3903824.004,1419906662
158,3305295,57,4029,101,3301266,3293484.272,2698602047
765,15210696,279,19968,486,15190728,4787896.032,3642409170
787,16686267,272,18641,515,16667626,4830142.254,4318813616
862,15661879,399,29307,463,15632572,3192851.812,1703090928
935,20152123,389,26605,546,20125518,2960863.915,2239763954
2609,50429699,1093,74971,1516,50354728,4094672.346,2750211578
2694,54087289,1092,74601,1602,54012688,5950560.182,4308330325
33,229555,18,5392,15,224163,5604061.177,232979073.8
29,225428,13,892,16,224536,945766.5945,238070233.2
589,6613359,238,16899,351,6596460,4584002.58,1789347870
602,6752001,236,16461,366,6735540,6278284.353,2568959079
408,9214597,176,13285,232,9201312,3804721.965,2635185086
429,10659963,169,11645,260,10648318,3844481.242,3515436566
791,15219908,371,26508,420,15193400,3554100.259,2037078123
861,19003510,366,25108,495,18978402,3763461.047,2844690006
3187,56062259,1344,92111,1843,55970148,6576731.089,3996272024
3246,58323251,1343,91741,1903,58231510,6814315.745,4325305975
