Address A,Port A,Address B,Port B,Packets,Bytes,Packets A ? B,Bytes A ? B,Packets B ? A,Bytes B ? A,Rel Start,Duration,Bits/s A ? B,Bits/s B ? A
10.0.0.5,33706,10.0.0.3,80,94,907347,40,2875,54,904472,82.37202344,0.004352332,0,0
10.0.0.5,33714,10.0.1.1,80,82,407957,44,5161,38,402796,82.3774068,0.00458175,0,0
10.0.0.5,33714,10.0.0.1,80,74,405975,32,2319,42,403656,82.37816728,0.003823523,0,0
10.0.0.5,33718,10.0.1.1,80,104,714483,48,4671,56,709812,82.38278951,0.004578159,0,0
10.0.0.5,33718,10.0.0.2,80,98,713495,42,3095,56,710400,82.38339515,0.003965137,0,0
10.0.0.5,33720,10.0.1.1,80,276,733443,123,9795,153,723648,82.3888451,0.007439595,10532831.42,778158488.5
10.0.0.5,33720,10.0.0.3,80,286,772775,117,8219,169,764556,82.38962005,0.006666761,9862660.443,917454218
10.0.0.5,33728,10.0.1.1,80,436,6598448,180,13563,256,6584885,82.39681646,0.013353652,8125417.676,3944919337
10.0.0.5,33728,10.0.0.3,80,437,6744528,174,11987,263,6732541,82.39740363,0.012763456,7513325.544,4219885899
10.0.0.5,33730,10.0.1.1,80,265,4826180,116,9211,149,4816969,82.41188868,0.010036009,7342360.893,3839748649
10.0.0.5,33730,10.0.0.3,80,277,5531786,111,7703,166,5524083,82.41269814,0.009223551,6681157.832,4791285265
10.0.0.5,33744,10.0.1.1,80,18,2845,12,2139,6,706,82.42500388,0.004628338,0,0
10.0.0.5,33744,10.0.0.3,80,14,1707,6,563,8,1144,82.4257621,0.003862427,0,0
10.0.0.5,33748,10.0.1.1,80,136,236353,67,6833,69,229520,82.43122697,0.013699849,3990116.971,134027754.6
10.0.0.5,33748,10.0.0.1,80,152,329683,55,3991,97,325692,82.43192107,0.013007452,2454592.952,200311021.7
10.0.0.5,33762,10.0.1.1,80,127,225409,56,4441,71,220968,82.44072725,0.014630349,2428376.794,120827192.8
10.0.0.5,33762,10.0.0.3,80,154,308011,54,4003,100,304008,82.44545477,0.009905001,3233114.262,245538995.9
10.0.0.5,33766,10.0.1.1,80,166,233717,81,6005,85,227712,82.45448478,0.015348296,3129989.153,118690439.6
10.0.0.5,33766,10.0.0.1,80,200,339305,79,5567,121,333738,82.45560795,0.014226126,3130578.205,187676110.8
10.0.0.5,33782,10.0.1.1,80,20,8893,13,2207,7,6686,82.46561916,0.007750354,2278089.491,6901362.183
10.0.0.5,33782,10.0.0.1,80,16,7755,7,631,9,7124,82.47037048,0.002992315,0,0
10.0.0.5,33798,10.0.1.1,80,120,222775,60,5451,60,217324,82.47422861,0.00692607,6296211.271,251021430.6
10.0.0.5,33798,10.0.0.2,80,130,258807,54,3875,76,254932,82.47496942,0.006186443,5010957.023,329665366.7
10.0.0.5,33810,10.0.1.1,80,20,8039,11,1217,9,6822,82.4806601,0.007806207,1247212.635,6991359.568
10.0.0.5,33810,10.0.0.1,80,33,25675,9,779,24,24896,82.48166675,0.006735268,925278.6972,29570909.43
10.0.0.5,33822,10.0.1.1,80,53,205139,28,3227,25,201912,82.48826448,0.003057854,0,0
10.0.0.5,33822,10.0.0.3,80,49,204001,22,1651,27,202350,82.48893729,0.002380441,0,0
10.0.0.6,47768,10.0.1.1,80,25,10785,15,2343,10,8442,5.087925717,0.01340815,1397955.721,5036936.49
10.0.0.6,47768,10.0.0.1,80,36,31443,10,835,26,30608,5.090722466,0.010568229,632083.1996,23169823.44
10.0.0.6,47784,10.0.1.1,80,53,205139,28,3227,25,201912,5.102310109,0.003434847,0,0
10.0.0.6,47784,10.0.0.3,80,49,204001,22,1651,27,202350,5.102999738,0.002741142,0,0
10.0.0.6,47798,10.0.1.1,80,89,707587,44,4315,45,703272,5.106685612,0.005082908,6791387.922,1106881336
10.0.0.6,47798,10.0.0.2,80,85,706449,38,2739,47,703710,5.107323676,0.004440853,0,0
10.0.0.6,47814,10.0.1.1,80,144,421355,67,7255,77,414100,5.112980882,0.008936218,6494917.649,370716112.8
10.0.0.6,47814,10.0.0.1,80,141,448759,53,3991,88,444768,5.113869726,0.008043983,3969177.956,442336091.5
10.0.0.6,47826,10.0.1.1,80,140,233583,68,5307,72,228276,5.12166172,0.01419656,2990583.634,128637360
10.0.0.6,47826,10.0.0.3,80,176,322925,64,4447,112,318478,5.123335067,0.012523787,2840674.31,203438784.1
10.0.0.6,47832,10.0.1.1,80,20,3493,15,2915,5,578,5.132060494,0.007041355,3311862.561,656691.7873
10.0.0.6,47832,10.0.0.2,80,18,3237,5,495,13,2742,5.136606281,0.002423917,0,0
10.0.0.6,47834,10.0.1.1,80,53,205139,28,3227,25,201912,5.139744353,0.008163368,3162420.217,197871270.8
10.0.0.6,47834,10.0.0.1,80,49,204001,22,1651,27,202350,5.140544722,0.007358176,1795010.068,220000174
10.0.0.6,47844,10.0.1.1,80,24,9177,15,2355,9,6822,5.1491928,0.007250131,2598573.736,7527588.122
10.0.0.6,47844,10.0.0.3,80,31,23193,9,779,22,22414,5.151060271,0.005341971,1166610.601,33566636.73
10.0.0.6,47850,10.0.1.1,80,20,8039,11,1217,9,6822,5.157743801,0.010160824,958190.0051,5371217.925
10.0.0.6,47850,10.0.0.2,80,34,23683,9,779,25,22904,5.158801924,0.009041362,689276.682,20265973.2
10.0.0.6,47852,10.0.1.1,80,157,726001,66,5121,91,720880,5.168427247,0.016133347,2539336.692,357460854.2
10.0.0.6,47852,10.0.0.1,80,171,762935,64,4683,107,758252,5.172524707,0.012036964,3112412.731,503949002.4
10.0.0.6,47866,10.0.1.1,80,325,4261278,148,12517,177,4248761,5.18360601,0.01446844,6920994.938,2349257280
10.0.0.6,47866,10.0.0.3,80,332,4436824,137,9743,195,4427081,5.185076264,0.01299571,5997671.539,2725256873
10.0.0.6,47878,10.0.1.1,80,24,9177,15,2355,9,6822,5.202100795,0.012190624,1545450.011,4476883.218
10.0.0.6,47878,10.0.0.3,80,31,23193,9,779,22,22414,5.206113178,0.008138631,765730.7476,22032206.65
10.0.0.6,47886,10.0.1.1,80,20,3493,15,2915,5,578,5.215735748,0.005114533,4559556.073,904090.3637
10.0.0.6,47886,10.0.0.2,80,20,3659,5,495,15,3164,5.216364327,0.004408823,0,0
10.0.0.6,47892,10.0.1.1,80,208,925913,108,10261,100,915652,5.219817599,0.010304992,7965848.008,710841502.8
10.0.0.6,47892,10.0.0.1,80,202,952827,92,6575,110,946252,5.221281871,0.008836784,5952391.73,856648301
10.0.0.6,47904,10.0.1.1,80,16,2649,11,2071,5,578,5.229655506,0.0062465,2652365.325,740254.5425
10.0.0.6,47904,10.0.0.3,80,12,1511,5,495,7,1016,5.233832485,0.002064841,0,0
10.0.0.6,47916,10.0.1.1,80,176,827313,73,5617,103,821696,5.236751574,0.014102101,3186475.547,466141038.1
10.0.0.6,47916,10.0.0.2,80,197,883815,71,5179,126,878636,5.238089579,0.012764869,3245783.408,550658843.4
10.0.0.6,47918,10.0.1.1,80,368,4899708,143,10163,225,4889545,5.250152779,0.017973482,4523553.088,2176337340
10.0.0.6,47918,10.0.0.1,80,377,5027238,141,9935,236,5017303,5.25489679,0.013227702,6008602.25,3034421550
10.0.0.6,47930,10.0.1.1,80,19,4825,12,2139,7,2686,5.271618759,0.004395284,0,0
10.0.0.6,47930,10.0.0.1,80,23,9779,6,563,17,9216,5.272439356,0.003567893,0,0
10.0.0.6,47946,10.0.1.1,80,18,8757,12,2139,6,6618,5.277265698,0.004421961,0,0
10.0.0.6,47946,10.0.0.3,80,14,7619,6,563,8,7056,5.278536093,0.003144874,0,0
10.0.0.6,47954,10.0.1.1,80,14,3619,8,1001,6,2618,5.283067275,0.011166354,717154.4087,1875634.607
10.0.0.6,47954,10.0.0.2,80,24,10133,6,563,18,9570,5.287494947,0.006679479,674304.0887,11461971.81
10.0.0.6,47962,10.0.1.1,80,415,843659,202,15943,213,827716,5.294528108,0.012600097,10122461.76,525529922.5
10.0.0.6,47962,10.0.0.1,80,417,871975,192,13523,225,858452,5.297667396,0.009458612,11437618.97,726070167.6
10.0.0.6,47978,10.0.1.1,80,134,221491,67,6599,67,214892,5.305101652,0.008163377,6466931.516,210591278.6
10.0.0.6,47978,10.0.0.3,80,136,249807,57,4179,79,245628,5.307514942,0.005748061,5816222.201,341858585
10.0.0.6,47992,10.0.1.1,80,94,707927,49,4655,45,703272,5.312294327,0.005648344,6593082.858,996075309.9
10.0.0.6,47992,10.0.0.2,80,90,706789,43,3079,47,703710,5.313542168,0.004396201,0,0
10.0.0.6,48004,10.0.1.1,80,114,227317,51,3997,63,223320,5.31893524,0.015490779,2064195.739,115330546
10.0.0.6,48004,10.0.0.1,80,139,290455,49,3559,90,286896,5.323854413,0.010573409,2692792.835,217069821.1
10.0.0.6,48016,10.0.1.1,80,97,708131,50,4723,47,703408,5.332622154,0.005403783,6992138.655,1041356398
10.0.0.6,48016,10.0.0.3,80,93,706993,44,3147,49,703846,5.33486132,0.003157286,0,0
10.0.0.6,48032,10.0.1.1,80,316,4413744,143,11191,173,4402553,5.339400407,0.016851585,5312734.677,2090036278
10.0.0.6,48032,10.0.0.2,80,331,4595122,137,9615,194,4585507,5.340358304,0.015890824,4840529.352,2308505588
10.0.0.6,48034,10.0.1.1,80,104,808607,44,4315,60,804292,5.358204196,0.006333819,5450108.379,1015869888
10.0.0.6,48034,10.0.0.2,80,100,807469,38,2739,62,804730,5.360290454,0.004244595,0,0
10.0.0.6,48050,10.0.1.1,80,57,404545,22,1953,35,402592,5.365977756,0.003516711,0,0
10.0.0.6,48050,10.0.0.2,80,57,404545,20,1515,37,403030,5.366893138,0.002598507,0,0
10.0.0.6,48066,10.0.1.1,80,121,226285,59,4493,62,221792,5.370339559,0.010152087,3540552.795,174775492
10.0.0.6,48066,10.0.0.1,80,142,270059,57,4055,85,266004,5.371728651,0.008765793,3700749.037,242765486.2
10.0.0.6,48082,10.0.1.1,80,68,374799,36,3771,32,371028,5.37862394,0.00559337,5393528.41,530668273.3
10.0.0.6,48082,10.0.0.3,80,65,438889,30,2195,35,436694,5.380715407,0.003497589,0,0
10.0.0.6,48092,10.0.1.1,80,355,4416312,167,14635,188,4401677,5.385434511,0.018151981,6449984.715,1939921378
10.0.0.6,48092,10.0.0.1,80,355,5290750,149,10847,206,5279903,5.387730082,0.015853382,5473658.554,2664366758
10.0.0.6,48096,10.0.1.1,80,12,1521,7,933,5,588,5.407202671,0.002625943,0,0
10.0.0.6,48096,10.0.0.1,80,14,1943,5,495,9,1448,5.408155442,0.001661916,0,0
10.0.0.6,48106,10.0.1.1,80,246,3821536,107,8599,139,3812937,5.411336931,0.010848904,6340917.018,2811666137
10.0.0.6,48106,10.0.0.2,80,268,5581110,101,7023,167,5574087,5.41211451,0.01006485,5582199.437,4430537564
10.0.0.6,48114,10.0.1.1,80,189,736785,88,6537,101,730248,5.425820455,0.018773827,2785580.159,311177044.5
10.0.0.6,48114,10.0.0.1,80,224,813617,86,6099,138,807518,5.429504192,0.015091914,3232989.533,428053327.1
10.0.0.6,48118,10.0.1.1,80,24,6023,18,3405,6,2618,5.441660314,0.008010156,3400682.833,2614680.663
10.0.0.6,48118,10.0.0.2,80,22,9711,6,563,16,9148,5.444887633,0.004708,0,0
10.0.0.6,48130,10.0.1.1,80,336,3910034,140,11333,196,3898701,5.449805076,0.017136031,5290840.102,1820118556
10.0.0.6,48130,10.0.0.3,80,345,4110530,131,9267,214,4101263,5.450848463,0.016090925,4607317.479,2039043995
10.0.0.6,48138,10.0.1.1,80,89,207839,40,4091,49,203748,5.46869433,0.003884438,0,0
10.0.0.6,48138,10.0.0.2,80,82,207477,34,2515,48,204962,5.469584272,0.002997554,0,0
10.0.0.6,48140,10.0.1.1,80,12,1511,7,933,5,578,5.472995121,0.008816663,846578.802,524461.4657
10.0.0.6,48140,10.0.0.1,80,18,3237,5,495,13,2742,5.473651119,0.008124362,487422.8893,2700027.399
10.0.0.6,48146,10.0.1.1,80,182,828555,92,7755,90,820800,5.482735587,0.006959989,8913807.191,943449766.9
10.0.0.6,48146,10.0.0.3,80,190,857851,86,6179,104,851672,5.484265649,0.005432365,9099535.838,1254219111
10.0.0.6,48160,10.0.1.1,80,15,1775,9,1069,6,706,5.489103548,0.003665717,0,0
10.0.0.6,48160,10.0.0.2,80,17,2197,7,631,10,1566,5.490583946,0.002182702,0,0
10.0.0.6,48176,10.0.1.1,80,38,21959,23,2839,15,19120,5.493617322,0.006610005,3436003.452,23140678.41
10.0.0.6,48176,10.0.0.1,80,46,41705,17,1263,29,40442,5.494382297,0.005845611,1728476.288,55346823.45
10.0.0.6,48186,10.0.1.1,80,12,1571,7,933,5,638,5.498987907,0.004865892,0,0
10.0.0.6,48186,10.0.0.3,80,18,3417,5,495,13,2922,5.50090368,0.002882501,0,0
10.0.0.6,48196,10.0.1.1,80,13,1627,8,989,5,638,5.504811969,0.002799002,0,0
10.0.0.6,48196,10.0.0.2,80,15,2049,6,551,9,1498,5.505608505,0.002006231,0,0
10.0.0.6,48206,10.0.1.1,80,18,4757,12,2139,6,2618,5.50866918,0.004341119,0,0
10.0.0.6,48206,10.0.0.3,80,22,9711,6,563,16,9148,5.509280278,0.003676329,0,0
10.0.0.6,48210,10.0.1.1,80,198,828745,77,5825,121,822920,5.514141641,0.014575588,3197126.593,451670286
10.0.0.6,48210,10.0.0.2,80,213,859383,75,5387,138,853996,5.514649893,0.014071501,3062644.134,485518069.5
10.0.0.6,48214,10.0.1.1,80,83,707179,34,3635,49,703544,5.528520391,0.006942417,4188742.912,810719379.1
10.0.0.6,48214,10.0.0.1,80,79,706041,28,2059,51,703982,5.529769881,0.005686066,2896906.227,990466167.6
10.0.0.6,48218,10.0.1.1,80,159,724039,75,6531,84,717508,5.537018098,0.008379445,6235257.824,685017205.8
10.0.0.6,48218,10.0.0.3,80,167,753335,69,4955,98,748380,5.539085768,0.00631253,6279574.117,948437472.8
10.0.0.6,48226,10.0.1.1,80,265,929237,117,10297,148,918940,5.545495627,0.011471952,7180643.713,640825554.4
10.0.0.6,48226,10.0.0.3,80,264,957063,105,7455,159,949608,5.547045263,0.009921639,6011103.609,765686395.2
10.0.0.6,48236,10.0.1.1,80,28,12437,17,2479,11,9958,5.555293896,0.013159701,1507025.122,6053632.981
10.0.0.6,48236,10.0.0.2,80,38,33229,11,903,27,32326,5.55741122,0.011002754,656562.8933,23503933.65
10.0.0.6,48246,10.0.1.1,80,66,329399,36,3771,30,325628,5.569291856,0.00501949,6010172.348,518981808.9
10.0.0.6,48246,10.0.0.1,80,63,348601,30,2195,33,346406,5.570629286,0.003678301,0,0
10.0.0.6,48250,10.0.1.1,80,28,13581,21,3895,7,9686,5.575147428,0.005201929,5990085.601,14896012.61
10.0.0.6,48250,10.0.0.2,80,16,10755,7,631,9,10124,5.575982826,0.004360312,0,0
10.0.0.6,48260,10.0.1.1,80,20,8893,13,2207,7,6686,5.57937864,0.008583082,2057069.943,6231794.127
10.0.0.6,48260,10.0.0.1,80,16,7755,7,631,9,7124,5.580981222,0.006975276,723698.9619,8170572.749
10.0.0.6,48262,10.0.1.1,80,20,8027,11,1205,9,6822,5.588899012,0.012393221,777844.5975,4403697.796
10.0.0.6,48262,10.0.0.3,80,34,23671,9,767,25,22904,5.591933824,0.009243878,663790.6731,19821983.8
10.0.0.6,48268,10.0.1.1,80,24,6023,18,3405,6,2618,5.601360749,0.006200099,4393478.233,3378010.577
10.0.0.6,48268,10.0.0.2,80,107,423694,46,3538,61,420156,5.603668975,53.49234901,529.1223983,62836.05155
10.0.0.6,48274,10.0.1.1,80,338,739791,152,12463,186,727328,5.607248438,0.006998754,14245964.35,831379985.6
10.0.0.6,48274,10.0.0.1,80,340,768083,142,10019,198,758064,5.608634392,0.005607923,14292635.62,1081418557
10.0.0.6,48276,10.0.1.1,80,278,4448664,116,9211,162,4439453,5.613535858,0.014070432,5237081.562,2524131740
10.0.0.6,48276,10.0.0.3,80,279,4689410,110,7635,169,4681775,5.614734253,0.012867755,4746748.753,2910701983
10.0.0.6,48290,10.0.1.1,80,18,2785,12,2139,6,646,5.630090978,0.003089129,0,0
10.0.0.6,48290,10.0.0.3,80,14,1647,6,563,8,1084,5.630690158,0.002486028,0,0
10.0.0.6,48298,10.0.1.1,80,185,2429604,82,6899,103,2422705,5.634059075,0.00943802,5847836.728,2053570558
10.0.0.6,48298,10.0.0.2,80,195,3341658,76,5323,119,3336335,5.634602783,0.008885506,4792523.915,3003844688
10.0.0.6,48302,10.0.1.1,80,190,733415,93,7783,97,725632,5.645686698,0.009607105,6481036.691,604246128.3
10.0.0.6,48302,10.0.0.1,80,210,795347,87,6207,123,789140,5.646729459,0.008566472,5796551.953,736956824.2
10.0.0.6,48304,10.0.1.1,80,51,205003,27,3159,24,201844,5.653770934,0.004336085,0,0
10.0.0.6,48304,10.0.0.2,80,49,204287,21,1583,28,202704,5.655603835,0.002501188,0,0
10.0.0.6,48308,10.0.1.1,80,114,220075,57,5863,57,214212,5.658924782,0.007284798,6438613.672,235242761.7
10.0.0.6,48308,10.0.0.1,80,116,248391,47,3443,69,244948,5.659406394,0.006802397,4049160.906,288072572.1
10.0.0.6,48312,10.0.1.1,80,217,838107,99,8151,118,829956,5.664586818,0.01460781,4463913.482,454527270
10.0.0.6,48312,10.0.0.1,80,249,932675,93,6575,156,926100,5.666956843,0.012238527,4297902.844,605366969.4
10.0.0.6,48324,10.0.1.1,80,20,3503,15,2915,5,588,5.677121554,0.00704561,3309862.453,667649.7848
10.0.0.6,48324,10.0.0.3,80,20,3689,5,495,15,3194,5.679762093,0.004375206,0,0
10.0.0.6,48334,10.0.1.1,80,503,6434370,206,14817,297,6419553,5.683711849,0.017087424,6937031.585,3005510017
10.0.0.6,48334,10.0.0.2,80,524,6556034,204,14379,320,6541655,5.684446203,0.016350684,7035302.009,3200675886
10.0.0.6,48342,10.0.1.1,80,180,831917,74,5673,106,826244,5.702639396,0.015820666,2868652.938,417804914.2
10.0.0.6,48342,10.0.0.2,80,206,895123,72,5235,134,889888,5.707179231,0.011282822,3711837.34,630968387.2
10.0.0.6,48348,10.0.1.1,80,206,831665,109,10425,97,821240,5.717617786,0.011475205,7267844.017,572531819.7
10.0.0.6,48348,10.0.0.2,80,200,858579,93,6739,107,851840,5.719104843,0.009983548,5400084.219,682595005.3
10.0.0.6,48354,10.0.1.1,80,203,3110406,94,7925,109,3102481,5.725511154,0.016453312,3853327.525,1508501632
10.0.0.6,48354,10.0.0.1,80,208,3592918,88,6139,120,3586779,5.729136057,0.012825373,3829284.341,2237301948
10.0.0.6,48370,10.0.1.1,80,28,12449,17,2491,11,9958,5.743666196,0.007840457,2541688.578,10160632.22
10.0.0.6,48370,10.0.0.3,80,38,33241,11,915,27,32326,5.745098172,0.006358859,1151149.915,40668931.33
10.0.0.6,48382,10.0.1.1,80,183,829165,82,6157,101,823008,5.752357927,0.013044732,3775930.391,504729725.4
10.0.0.6,48382,10.0.0.3,80,205,886021,80,5719,125,880302,5.752975895,0.012429563,3680901.734,566585969.3
10.0.0.6,48384,10.0.1.1,80,102,908471,52,4859,50,903612,5.762870844,0.007474727,5200457.488,967111708.6
10.0.0.6,48384,10.0.0.2,80,98,907333,46,3283,52,904050,5.766044898,0.004294735,0,0
10.0.0.6,48392,10.0.1.1,80,137,226273,66,5305,71,220968,5.771714108,0.0107908,3932979.946,163819550
10.0.0.6,48392,10.0.0.1,80,156,279457,64,4867,92,274590,5.772782343,0.009726629,4003031.266,225845974
10.0.0.6,48398,10.0.1.1,80,177,927401,70,5433,107,921968,5.780493785,0.017821123,2438903.542,413876499.3
10.0.0.6,48398,10.0.0.1,80,197,983835,68,4995,129,978840,5.786555727,0.011760961,3397681.533,665823141.5
10.0.0.6,48410,10.0.1.1,80,17,7811,10,1125,7,6686,5.798407842,0.012220745,736452.6467,4376819.907
10.0.0.6,48410,10.0.0.1,80,19,8233,8,687,11,7546,5.801788834,0.008842284,621558.8642,6827195.326
10.0.0.6,48414,10.0.1.1,80,62,287559,33,3567,29,283992,5.806998014,0.012853899,2220026.779,176750727.5
10.0.0.6,48414,10.0.0.3,80,58,286421,27,1991,31,284430,5.811803543,0.008048833,1978920.422,282704337.4
10.0.0.6,48416,10.0.1.1,80,18,2845,12,2139,6,706,5.821249813,0.005810556,2944984.955,972024.0197
10.0.0.6,48416,10.0.0.2,80,14,1707,6,563,8,1144,5.823904054,0.003152477,0,0
10.0.0.6,48424,10.0.1.1,80,16,10755,9,1069,7,9686,5.827908614,0.007516468,1137768.431,10309097.3
10.0.0.6,48424,10.0.0.2,80,16,10755,7,631,9,10124,5.829113902,0.006306918,800390.9358,12841771.53
10.0.0.6,48440,10.0.1.1,80,28,9711,18,2821,10,6890,5.836270863,0.010178946,2217125.427,5415098.97
10.0.0.6,48440,10.0.0.1,80,33,23305,10,823,23,22482,5.83921376,0.007237293,909732.4096,24851280.72
10.0.0.6,48448,10.0.1.1,80,106,808743,54,4995,52,803748,5.846180511,0.005728183,6976034.111,1122517210
10.0.0.6,48448,10.0.0.1,80,102,807605,48,3419,54,804186,5.847378179,0.004526573,0,0
10.0.0.6,48462,10.0.1.1,80,39,151020,23,2328,16,148692,5.85315929,0.007707096,2416474.376,154342958.7
10.0.0.6,48462,10.0.0.1,80,38,150653,18,1379,20,149274,5.856289028,0.004571649,0,0
10.0.0.6,48476,10.0.1.1,80,16,2659,11,2071,5,588,5.86205388,0.013387842,1237540.748,351363.573
10.0.0.6,48476,10.0.0.3,80,18,3267,5,495,13,2772,5.8691888,0.006182485,640519.144,3586907.206
10.0.0.6,48490,10.0.1.1,80,99,221311,45,4395,54,216916,5.87657439,0.018889176,1861383.472,91868909.47
10.0.0.6,48490,10.0.0.1,80,109,250743,39,2819,70,247924,5.879537497,0.015927272,1415936.138,124528042.2
10.0.0.6,48492,10.0.1.1,80,102,708471,43,4247,59,704224,5.89365837,0.016918277,2008242.329,333000340.4
10.0.0.6,48492,10.0.0.2,80,98,707333,37,2671,61,704662,5.900900674,0.009673291,2208969.005,582769194.1
10.0.0.6,48506,10.0.1.1,80,21,3163,14,2299,7,864,5.911893651,0.009694492,1897159.748,712982.1759
10.0.0.6,48506,10.0.0.3,80,17,2025,8,723,9,1302,5.917170423,0.004414386,0,0
10.0.0.6,48520,10.0.1.1,80,251,3724468,111,8871,140,3715597,5.922688528,0.014471632,4903938.961,2054003032
10.0.0.6,48520,10.0.0.2,80,272,5223710,107,7431,165,5216279,5.923216926,0.013937831,4265226.06,2994026258
10.0.0.6,48532,10.0.1.1,80,20,8027,11,1205,9,6822,5.93924307,0.006506087,1481689.378,8388452.229
10.0.0.6,48532,10.0.0.3,80,31,23181,9,767,22,22414,5.940338079,0.005351779,1146534.638,33505120.45
10.0.0.6,48538,10.0.1.1,80,18,4757,12,2139,6,2618,5.946591282,0.006961682,2458026.667,3008468.356
10.0.0.6,48538,10.0.0.1,80,24,10133,6,563,18,9570,5.948059813,0.005449984,826424.4445,14047747.66
10.0.0.6,48552,10.0.1.1,80,53,205139,29,3295,24,201844,5.954003081,0.002953915,0,0
10.0.0.6,48552,10.0.0.2,80,49,204001,23,1719,26,202282,5.954724875,0.002227561,0,0
10.0.0.6,48564,10.0.1.1,80,109,220543,53,4939,56,215604,5.957766494,0.006410938,6163216.677,269045185
10.0.0.6,48564,10.0.0.3,80,117,249839,47,3363,70,246476,5.958331003,0.005847581,4600876.841,337200630.5
10.0.0.6,48576,10.0.1.1,80,301,4562412,130,10163,171,4552249,5.961883942,0.012059556,6741873.416,3019845175
10.0.0.6,48576,10.0.0.1,80,308,4891668,125,8655,183,4883013,5.964699409,0.009242119,7491788.409,4226747567
10.0.0.6,48580,10.0.1.1,80,199,834469,90,6573,109,827896,5.975836683,0.016331783,3219734.183,405538574.7
10.0.0.6,48580,10.0.0.1,80,228,910607,88,6135,140,904472,5.97878961,0.013379651,3668257.117,540804539.7
10.0.0.6,48596,10.0.1.1,80,130,226351,64,5723,66,220628,5.987895776,0.011990834,3818249.84,147197767.9
10.0.0.6,48596,10.0.0.3,80,140,255783,58,4147,82,251636,5.992533481,0.007354649,4510888.283,273716393.5
10.0.0.6,48608,10.0.1.1,80,130,227207,63,6511,67,220696,5.998630843,0.218755103,238111.0168,8070979.72
10.0.0.6,48608,10.0.0.3,80,139,275091,53,4091,86,271000,6.000636092,0.216747546,150995.9425,10002420.05
10.0.0.6,48618,10.0.1.1,80,28,12437,17,2479,11,9958,6.007806489,0.012634345,1569689.604,6305352.592
10.0.0.6,48618,10.0.0.2,80,38,33229,11,903,27,32326,6.012183118,0.008218816,878958.7211,31465359.49
10.0.0.6,48628,10.0.1.1,80,24,9165,15,2343,9,6822,6.021369382,0.00897571,2088302.764,6080410.352
10.0.0.6,48628,10.0.0.1,80,31,23181,9,767,22,22414,6.022564181,0.00774278,792480.2203,23158607.12
10.0.0.6,48644,10.0.1.1,80,24,6023,18,3405,6,2618,6.031491466,0.007481888,3640792.271,2799293.44
10.0.0.6,48644,10.0.0.3,80,22,9711,6,563,16,9148,6.03295939,0.005965074,755061.8819,12268749.73
10.0.0.6,48648,10.0.1.1,80,24,9165,15,2343,9,6822,6.037751988,0.009200883,2037195.778,5931604.608
10.0.0.6,48648,10.0.0.2,80,31,23181,9,767,22,22414,6.039542199,0.007349231,834917.2859,24398743.22
10.0.0.6,48654,10.0.1.1,80,191,739523,87,9071,104,730452,6.048035252,0.011510304,6304611.937,507685635.4
10.0.0.6,48654,10.0.0.1,80,201,811763,69,4939,132,806824,6.049213647,0.010336759,3822474.723,624430926.6
10.0.0.6,48660,10.0.1.1,80,52,205071,28,3227,24,201844,6.057037399,0.008933074,2889934.641,180761068.4
10.0.0.6,48660,10.0.0.3,80,48,203933,22,1651,26,202282,6.060268691,0.005695238,2319130.474,284141944.6
10.0.0.6,48676,10.0.1.1,80,21,3263,15,2617,6,646,6.067459022,0.007181894,2915108.466,719587.3401
10.0.0.6,48676,10.0.0.1,80,17,2125,7,619,10,1506,6.070938624,0.003704256,0,0
10.0.0.6,48692,10.0.1.1,80,374,4365080,171,13167,203,4351913,6.075733621,0.01163428,9053933.72,2992476028
10.0.0.6,48692,10.0.0.3,80,394,4764286,163,11455,231,4752831,6.076324368,0.011040668,8300222.414,3443872056
10.0.0.6,48708,10.0.1.1,80,84,807247,38,3907,46,803340,6.08917815,0.006066413,5152303.346,1059393747
10.0.0.6,48708,10.0.0.3,80,80,806109,32,2331,48,803778,6.090806259,0.004434497,0,0
10.0.0.6,48724,10.0.1.1,80,332,937797,157,11217,175,926580,6.096243039,0.018490903,4852980.95,400880368
10.0.0.6,48724,10.0.0.2,80,352,975139,155,10779,197,964360,6.099905483,0.014831521,5814103.624,520167823.7
10.0.0.6,48734,10.0.1.1,80,155,462467,83,7039,72,455428,6.11179999,0.015638842,3600778.114,232972748.2
10.0.0.6,48734,10.0.0.2,80,168,492541,80,5667,88,486874,6.116037294,0.011404186,3975382.373,341540553.6
10.0.0.6,48742,10.0.1.1,80,425,4557354,161,11725,264,4545629,6.128308891,0.021539165,4354857.767,1688321344
10.0.0.6,48742,10.0.0.3,80,457,4704678,159,11287,298,4693391,6.129936808,0.019907622,4535750.176,1886067959
10.0.0.6,48746,10.0.1.1,80,96,708063,44,4315,52,703748,6.152298208,0.006370255,5418935.349,883792564
10.0.0.6,48746,10.0.0.2,80,92,706925,38,2739,54,704186,6.152994088,0.005670766,3864028.246,993426284.9
10.0.0.6,48750,10.0.1.1,80,14,3619,8,1001,6,2618,6.16001329,0.011522715,694975.0992,1817627.182
10.0.0.6,48750,10.0.0.2,80,24,10133,6,563,18,9570,6.163761004,0.007684559,586110.4066,9962835.863
10.0.0.6,48762,10.0.1.1,80,55,205275,27,3159,28,202116,6.171000721,0.005886725,4293049.191,274673608.8
